Type;Location;Bedrooms;Parking;Suites;Area;Rent;Condo fee;City fee;Total Gross;Rent/Sqm;Total Gross/Sqm;House/Apart
Apartamento;São Conrado;2;1;1;78;2600.0;1100.0;2600.0;6300.0;33.33;80.77;Apartment
Apartamento;Leblon;3;1;1;107;7000.0;1794.0;250.0;9044.0;65.42;84.52;Apartment
Apartamento;Leblon;1;0;0;50;1900.0;780.0;0.0;2680.0;38.0;53.6;Apartment
Apartamento;Todos os Santos;2;0;1;47;1400.0;400.0;13.0;1813.0;29.79;38.57;Apartment
Apartamento;Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0;4710.0;24.17;39.25;Apartment
Apartamento;Copacabana;3;1;1;140;5000.0;1500.0;250.0;6750.0;35.71;48.21;Apartment
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;25;1200.0;500.0;100.0;1800.0;48.0;72.0;Others
Apartamento;Tijuca;1;0;0;59;1250.0;500.0;0.0;1750.0;21.19;29.66;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;120;4000.0;3370.0;1007.0;8377.0;33.33;69.81;Others
Casa;Irajá;2;0;0;70;1100.0;0.0;0.0;1100.0;15.71;15.71;House
Loja/Salão;Ipanema;0;0;0;58;5500.0;670.0;370.0;6540.0;94.83;112.76;Others
Apartamento;Gávea;2;1;1;95;4000.0;1000.0;280.0;5280.0;42.11;55.58;Apartment
Conjunto Comercial/Sala;Copacabana;0;0;0;25;850.0;500.0;95.0;1445.0;34.0;57.8;Others
Apartamento;Curicica;2;1;0;46;1300.0;500.0;13.0;1813.0;28.26;39.41;Apartment
Apartamento;Jardim Guanabara;5;3;2;185;4000.0;988.0;176.0;5164.0;21.62;27.91;Apartment
Apartamento;Vila Isabel;2;0;1;85;1500.0;380.0;82.0;1962.0;17.65;23.08;Apartment
Apartamento;Leblon;4;3;2;202;12000.0;1700.0;450.0;14150.0;59.41;70.05;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;26;1250.0;450.0;149.0;1849.0;48.08;71.12;Others
Conjunto Comercial/Sala;Centro;0;0;0;114;1500.0;1688.0;379.0;3567.0;13.16;31.29;Others
Apartamento;Anil;1;1;0;40;1100.0;320.0;13.0;1433.0;27.5;35.83;Apartment
Conjunto Comercial/Sala;Campo Grande;0;0;0;22;600.0;570.0;0.0;1170.0;27.27;53.18;Others
Apartamento;Copacabana;1;0;0;42;1800.0;460.0;78.0;2338.0;42.86;55.67;Apartment
Apartamento;Leblon;4;2;1;160;4500.0;1348.0;350.0;6198.0;28.12;38.74;Apartment
Apartamento;Freguesia (Jacarepaguá);3;1;1;78;1800.0;680.0;125.0;2605.0;23.08;33.4;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;200;7500.0;4697.0;0.0;12197.0;37.5;60.98;Others
Apartamento;Méier;2;0;0;50;750.0;350.0;0.0;1100.0;15.0;22.0;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;61;2100.0;1400.0;582.0;4082.0;34.43;66.92;Others
Apartamento;Ipanema;3;2;2;300;20000.0;2020.0;850.0;22870.0;66.67;76.23;Apartment
Apartamento;Centro;1;0;0;35;1100.0;340.0;20.0;1460.0;31.43;41.71;Apartment
Loja/Salão;Barra da Tijuca;0;1;0;360;40000.0;0.0;0.0;40000.0;111.11;111.11;Others
Apartamento;Anil;2;1;1;60;1200.0;125.0;0.0;1325.0;20.0;22.08;Apartment
Apartamento;Copacabana;3;1;1;160;3800.0;1560.0;300.0;5660.0;23.75;35.38;Apartment
Apartamento;Maracanã;3;2;1;110;1350.0;1286.0;0.0;2636.0;12.27;23.96;Apartment
Apartamento;Penha;2;1;0;120;850.0;400.0;0.0;1250.0;7.08;10.42;Apartment
Apartamento;Jardim Botânico;2;0;0;90;3950.0;530.0;70.0;4550.0;43.89;50.56;Apartment
Apartamento;Copacabana;3;1;1;150;3500.0;1130.0;0.0;4630.0;23.33;30.87;Apartment
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;1;143;2600.0;725.0;171.0;3496.0;18.18;24.45;House
Conjunto Comercial/Sala;Tijuca;0;1;0;26;1100.0;1300.0;0.0;2400.0;42.31;92.31;Others
Apartamento;Barra da Tijuca;3;2;1;150;4500.0;1300.0;440.0;6240.0;30.0;41.6;Apartment
Quitinete;Vila Isabel;1;0;0;16;980.0;80.0;0.0;1060.0;61.25;66.25;Others
Conjunto Comercial/Sala;Tijuca;0;1;0;52;1500.0;750.0;225.0;2475.0;28.85;47.6;Others
Loja/Salão;Copacabana;0;0;0;130;7500.0;400.0;780.0;8680.0;57.69;66.77;Others
Apartamento;Gávea;3;1;1;148;6000.0;900.0;2300.0;9200.0;40.54;62.16;Apartment
Loja/Salão;Botafogo;0;0;0;412;23000.0;160.0;0.0;23160.0;55.83;56.21;Others
Apartamento;Pechincha;2;1;1;64;1400.0;708.0;1011.0;3119.0;21.88;48.73;Apartment
Apartamento;Barra da Tijuca;3;1;1;86;3000.0;1100.0;120.0;4220.0;34.88;49.07;Apartment
Apartamento;Leblon;3;2;1;130;8000.0;1700.0;600.0;10300.0;61.54;79.23;Apartment
Apartamento;Copacabana;1;0;0;40;2000.0;620.0;30.0;2650.0;50.0;66.25;Apartment
Apartamento;Ipanema;5;2;2;290;17000.0;1908.0;773.0;19681.0;58.62;67.87;Apartment
Apartamento;Pechincha;3;1;1;85;1000.0;982.0;1100.0;3082.0;11.76;36.26;Apartment
Apartamento;Flamengo;1;1;0;50;2200.0;682.0;22.0;2904.0;44.0;58.08;Apartment
Apartamento;Recreio dos Bandeirantes;4;2;2;118;2900.0;1000.0;200.0;4100.0;24.58;34.75;Apartment
Apartamento;Barra da Tijuca;3;2;1;120;5491.0;0.0;0.0;5491.0;45.76;45.76;Apartment
Apartamento;Lagoa;2;0;0;70;2100.0;860.0;253.0;3213.0;30.0;45.9;Apartment
Apartamento;Barra da Tijuca;4;4;4;290;15000.0;5000.0;15000.0;35000.0;51.72;120.69;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;78;1200.0;990.0;0.0;2190.0;15.38;28.08;Others
Apartamento;Maracanã;2;0;0;66;1500.0;650.0;20.0;2170.0;22.73;32.88;Apartment
Loja/Salão;Botafogo;0;0;0;160;10000.0;0.0;0.0;10000.0;62.5;62.5;Others
Galpão/Depósito/Armazém;Campo Grande;0;2;0;400;25000.0;0.0;200.0;25200.0;62.5;63.0;Others
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;18;700.0;420.0;56.0;1176.0;38.89;65.33;Others
Apartamento;São Conrado;4;3;1;200;5450.0;2043.0;52.0;7545.0;27.25;37.72;Apartment
Casa;Maracanã;3;0;0;105;1700.0;0.0;90.0;1790.0;16.19;17.05;House
Conjunto Comercial/Sala;Centro;0;0;0;1;2600.0;2050.0;0.0;4650.0;2600.0;4650.0;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;200;6000.0;550.0;120.0;6670.0;30.0;33.35;Others
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1000.0;0.0;4950.0;19.75;24.75;Apartment
Apartamento;Tijuca;2;1;0;56;1500.0;520.0;49.0;2069.0;26.79;36.95;Apartment
Apartamento;Tijuca;3;0;0;80;1800.0;760.0;119.0;2679.0;22.5;33.49;Apartment
Loja/Salão;Ipanema;0;0;0;30;2500.0;670.0;290.0;3460.0;83.33;115.33;Others
Apartamento;Rio Comprido;2;1;0;65;1300.0;917.0;0.0;2217.0;20.0;34.11;Apartment
Apartamento;Leblon;2;1;0;82;4800.0;780.0;0.0;5580.0;58.54;68.05;Apartment
Flat;Ipanema;1;1;0;50;2500.0;2100.0;333.0;4933.0;50.0;98.66;Others
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;754.0;0.0;1954.0;41.38;67.38;Others
Conjunto Comercial/Sala;Cinelândia;0;4;0;972;25000.0;15800.0;3800.0;44600.0;25.72;45.88;Others
Apartamento;Copacabana;1;0;0;30;1800.0;454.0;53.0;2307.0;60.0;76.9;Apartment
Apartamento;Vila Isabel;2;1;0;60;1150.0;444.0;0.0;1594.0;19.17;26.57;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;90;3500.0;1023.0;630.0;5153.0;38.89;57.26;Others
Apartamento;Copacabana;4;2;1;280;15000.0;2300.0;5166.0;22466.0;53.57;80.24;Apartment
Flat;Recreio dos Bandeirantes;2;1;0;58;2500.0;884.0;0.0;3384.0;43.1;58.34;Others
Apartamento;Ipanema;3;2;2;177;10000.0;2800.0;603.0;13403.0;56.5;75.72;Apartment
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;30;1200.0;604.0;446.0;2250.0;40.0;75.0;Others
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;13800.0;20.0;23.0;House
Apartamento;Sampaio;2;1;0;58;1100.0;160.0;0.0;1260.0;18.97;21.72;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;1;68;1600.0;793.0;837.0;3230.0;23.53;47.5;Apartment
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;24;1000.0;420.0;0.0;1420.0;41.67;59.17;Others
Apartamento;Jardim Carioca;2;0;0;45;1300.0;100.0;0.0;1400.0;28.89;31.11;Apartment
Flat;Ipanema;2;1;1;90;10000.0;4000.0;582.0;14582.0;111.11;162.02;Others
Apartamento;Tanque;3;1;1;93;1300.0;866.0;0.0;2166.0;13.98;23.29;Apartment
Apartamento;Rio Comprido;2;0;0;90;1750.0;225.0;0.0;1975.0;19.44;21.94;Apartment
Apartamento;Vila da Penha;1;0;0;35;500.0;0.0;0.0;500.0;14.29;14.29;Apartment
Casa de Vila;Cascadura;1;0;0;36;750.0;0.0;0.0;750.0;20.83;20.83;House
Apartamento;Barra da Tijuca;4;2;3;160;5500.0;2160.0;0.0;7660.0;34.38;47.88;Apartment
Apartamento;Barra da Tijuca;4;0;1;120;3000.0;2267.0;307.0;5574.0;25.0;46.45;Apartment
Loja/Salão;Barra da Tijuca;0;1;0;80;3000.0;734.0;11400.0;15134.0;37.5;189.18;Others
Apartamento;Laranjeiras;2;1;0;87;2600.0;832.0;128.0;3560.0;29.89;40.92;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1500.0;800.0;136.0;2436.0;41.67;67.67;Others
Conjunto Comercial/Sala;Centro;0;0;0;33;700.0;815.0;20.0;1535.0;21.21;46.52;Others
Conjunto Comercial/Sala;Centro;0;6;0;2580;245174.0;64520.0;0.0;309694.0;95.03;120.04;Others
Apartamento;Recreio dos Bandeirantes;5;4;4;700;9000.0;3000.0;2500.0;14500.0;12.86;20.71;Apartment
Galpão/Depósito/Armazém;Penha Circular;0;0;0;1500;15000.0;0.0;0.0;15000.0;10.0;10.0;Others
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;40;1000.0;1200.0;0.0;2200.0;25.0;55.0;Others
Apartamento;Ipanema;3;1;0;110;3500.0;1240.0;0.0;4740.0;31.82;43.09;Apartment
Prédio Inteiro;Tijuca;0;0;0;500;9900.0;0.0;150.0;10050.0;19.8;20.1;Others
Conjunto Comercial/Sala;Centro;0;0;0;195;4000.0;4000.0;0.0;8000.0;20.51;41.03;Others
Conjunto Comercial/Sala;Centro;0;0;0;46;2000.0;1071.0;161.0;3232.0;43.48;70.26;Others
Loja Shopping/ Ct Comercial;Copacabana;0;0;0;98;3000.0;3141.0;1826.0;7967.0;30.61;81.3;Others
Apartamento;Barra da Tijuca;1;1;0;30;1500.0;475.0;89.0;2064.0;50.0;68.8;Apartment
Casa de Vila;Maracanã;2;0;0;65;1600.0;0.0;0.0;1600.0;24.62;24.62;House
Quitinete;Copacabana;1;0;0;30;1000.0;425.0;29.0;1454.0;33.33;48.47;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;46;2000.0;1464.0;354.0;3818.0;43.48;83.0;Others
Apartamento;Laranjeiras;3;1;0;150;4200.0;1070.0;42.0;5312.0;28.0;35.41;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1400.0;495.0;0.0;1895.0;23.33;31.58;Apartment
Loja/Salão;Barra da Tijuca;0;0;0;120;6500.0;1500.0;0.0;8000.0;54.17;66.67;Others
Apartamento;Copacabana;2;1;1;160;4100.0;1100.0;265.0;5465.0;25.62;34.16;Apartment
Apartamento;Leblon;2;0;0;65;2500.0;643.0;0.0;3143.0;38.46;48.35;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;40;750.0;560.0;81.0;1391.0;18.75;34.78;Others
Apartamento;Leblon;2;1;1;80;3500.0;850.0;253.0;4603.0;43.75;57.54;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;195;15000.0;4700.0;775.0;20475.0;76.92;105.0;Others
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;25;1000.0;700.0;0.0;1700.0;40.0;68.0;Others
Casa de Vila;Ramos;3;1;0;90;1500.0;0.0;0.0;1500.0;16.67;16.67;House
Conjunto Comercial/Sala;Cidade Nova;0;0;0;282;18000.0;5918.0;0.0;23918.0;63.83;84.82;Others
Apartamento;Catete;2;1;0;70;2160.0;766.0;114.0;3040.0;30.86;43.43;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;250;15000.0;0.0;0.0;15000.0;60.0;60.0;Others
Apartamento;Copacabana;4;1;1;270;11000.0;2000.0;300.0;13300.0;40.74;49.26;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;108;1100.0;1368.0;468.0;2936.0;10.19;27.19;Others
Conjunto Comercial/Sala;Centro;0;0;0;35;850.0;800.0;86.0;1736.0;24.29;49.6;Others
Casa de Condomínio;Barra da Tijuca;4;4;3;622;10000.0;1380.0;1486.0;12866.0;16.08;20.68;House
Casa de Condomínio;Barra da Tijuca;4;4;3;431;8500.0;2134.0;1471.0;12105.0;19.72;28.09;House
Conjunto Comercial/Sala;Copacabana;0;1;0;132;6000.0;1800.0;806.0;8606.0;45.45;65.2;Others
Conjunto Comercial/Sala;Centro;0;0;0;600;58066.0;15300.0;0.0;73366.0;96.78;122.28;Others
Apartamento;Vaz Lobo;2;0;0;70;600.0;202.0;0.0;802.0;8.57;11.46;Apartment
Quitinete;Centro;1;0;0;22;900.0;350.0;24.0;1274.0;40.91;57.91;Others
Conjunto Comercial/Sala;Leblon;0;4;0;217;47000.0;8285.0;0.0;55285.0;216.59;254.77;Others
Conjunto Comercial/Sala;Centro;0;0;0;32;700.0;390.0;0.0;1090.0;21.88;34.06;Others
Apartamento;Gávea;2;0;0;40;1800.0;310.0;30.0;2140.0;45.0;53.5;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;600.0;545.0;220.0;1365.0;22.22;50.56;Others
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;512.0;0.0;1312.0;26.67;43.73;Others
Casa de Condomínio;Barra da Tijuca;4;4;4;2070;22000.0;1000.0;32300.0;55300.0;10.63;26.71;House
Apartamento;Botafogo;1;1;0;70;2100.0;872.0;162.0;3134.0;30.0;44.77;Apartment
Apartamento;Gávea;2;1;0;60;2300.0;880.0;0.0;3180.0;38.33;53.0;Apartment
Apartamento;Lagoa;4;1;1;312;8000.0;3160.0;1184.0;12344.0;25.64;39.56;Apartment
Apartamento;Ipanema;2;0;0;80;3900.0;600.0;120.0;4620.0;48.75;57.75;Apartment
Apartamento;Ipanema;3;1;1;165;8400.0;1900.0;400.0;10700.0;50.91;64.85;Apartment
Galpão/Depósito/Armazém;Jardim América;0;0;0;1600;18000.0;0.0;0.0;18000.0;11.25;11.25;Others
Apartamento;Tijuca;1;0;0;48;1200.0;310.0;47.0;1557.0;25.0;32.44;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;445.0;0.0;1045.0;20.0;34.83;Others
Casa;Quintino Bocaiúva;2;1;0;55;1000.0;17.0;0.0;1017.0;18.18;18.49;House
Apartamento;Flamengo;3;1;2;360;15000.0;2300.0;0.0;17300.0;41.67;48.06;Apartment
Apartamento;Barra da Tijuca;1;2;1;65;3500.0;1600.0;250.0;5350.0;53.85;82.31;Apartment
Apartamento;Cachambi;2;1;0;72;2100.0;601.0;39.0;2740.0;29.17;38.06;Apartment
Quitinete;Copacabana;1;0;0;33;900.0;800.0;30.0;1730.0;27.27;52.42;Others
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1400.0;560.0;73.0;2033.0;25.0;36.3;Apartment
Apartamento;Copacabana;3;2;1;200;6000.0;1700.0;485.0;8185.0;30.0;40.92;Apartment
Apartamento;Barra da Tijuca;2;1;1;74;2000.0;1000.0;180.0;3180.0;27.03;42.97;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;200;4000.0;1961.0;0.0;5961.0;20.0;29.8;Others
Apartamento;Copacabana;3;0;0;136;3900.0;900.0;321.0;5121.0;28.68;37.65;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;3;0;336;12000.0;2356.0;2172.0;16528.0;35.71;49.19;Others
Apartamento;Recreio dos Bandeirantes;2;3;2;194;5000.0;1700.0;782.0;7482.0;25.77;38.57;Apartment
Apartamento;Barra da Tijuca;2;1;1;85;2400.0;1435.0;179.0;4014.0;28.24;47.22;Apartment
Apartamento;Flamengo;1;0;0;44;1500.0;450.0;70.0;2020.0;34.09;45.91;Apartment
Apartamento;Alto da Boa Vista;3;1;1;190;1850.0;1375.0;190.0;3415.0;9.74;17.97;Apartment
Apartamento;Pechincha;2;0;0;45;600.0;350.0;0.0;950.0;13.33;21.11;Apartment
Apartamento;Lins de Vasconcelos;1;1;0;44;800.0;435.0;14.0;1249.0;18.18;28.39;Apartment
Conjunto Comercial/Sala;Centro;0;3;0;147;11760.0;2898.0;862.0;15520.0;80.0;105.58;Others
Terreno Padrão;Guaratiba;0;0;0;2107;4500.0;0.0;210.0;4710.0;2.14;2.24;Others
Apartamento;Barra da Tijuca;3;2;1;100;2800.0;1485.0;2600.0;6885.0;28.0;68.85;Apartment
Apartamento;Barra da Tijuca;3;1;1;94;2100.0;1300.0;118.0;3518.0;22.34;37.43;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;1;188;3000.0;1346.0;0.0;4346.0;15.96;23.12;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1500.0;580.0;0.0;2080.0;23.08;32.0;Apartment
Apartamento;Copacabana;2;1;0;61;2700.0;1105.0;135.0;3940.0;44.26;64.59;Apartment
Conjunto Comercial/Sala;Campo Grande;0;0;0;22;500.0;500.0;0.0;1000.0;22.73;45.45;Others
Apartamento;Recreio dos Bandeirantes;3;3;0;130;2800.0;890.0;280.0;3970.0;21.54;30.54;Apartment
Casa;Moneró;5;2;1;278;3500.0;0.0;3997.0;7497.0;12.59;26.97;House
Apartamento;Leblon;2;1;1;80;3500.0;1260.0;450.0;5210.0;43.75;65.12;Apartment
Conjunto Comercial/Sala;Bonsucesso;0;0;0;30;500.0;300.0;50.0;850.0;16.67;28.33;Others
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;250;4000.0;1450.0;1600.0;7050.0;16.0;28.2;House
Conjunto Comercial/Sala;Centro;0;2;0;581;29050.0;15640.0;2504.0;47194.0;50.0;81.23;Others
Casa;Braz de Pina;3;2;0;90;2000.0;0.0;296.0;2296.0;22.22;25.51;House
Apartamento;Todos os Santos;2;0;0;50;900.0;0.0;7.0;907.0;18.0;18.14;Apartment
Apartamento;Tijuca;3;1;0;120;1400.0;699.0;150.0;2249.0;11.67;18.74;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1800.0;750.0;80.0;2630.0;22.5;32.88;Apartment
Apartamento;Recreio dos Bandeirantes;2;2;2;78;2200.0;530.0;210.0;2940.0;28.21;37.69;Apartment
Apartamento;Ipanema;2;0;0;85;4000.0;900.0;0.0;4900.0;47.06;57.65;Apartment
Apartamento;São Conrado;2;2;2;90;2800.0;1150.0;150.0;4100.0;31.11;45.56;Apartment
Loja/Salão;Barra da Tijuca;0;2;0;162;4500.0;3220.0;0.0;7720.0;27.78;47.65;Others
Apartamento;Leblon;4;2;2;386;17000.0;4000.0;0.0;21000.0;44.04;54.4;Apartment
Apartamento;Recreio dos Bandeirantes;2;2;1;92;1700.0;730.0;200.0;2630.0;18.48;28.59;Apartment
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;480;11000.0;1000.0;680.0;12680.0;22.92;26.42;House
Apartamento;Flamengo;2;0;0;93;4500.0;630.0;150.0;5280.0;48.39;56.77;Apartment
Casa de Condomínio;Barra da Tijuca;4;9;4;680;16000.0;3118.0;2743.0;21861.0;23.53;32.15;House
Apartamento;Recreio dos Bandeirantes;3;2;2;120;2400.0;1159.0;250.0;3809.0;20.0;31.74;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;375;18750.0;6340.0;2349.0;27439.0;50.0;73.17;Others
Casa de Condomínio;Joá;5;2;2;500;15000.0;1630.0;1300.0;17930.0;30.0;35.86;House
Conjunto Comercial/Sala;Centro;0;0;0;159;1000.0;1690.0;516.0;3206.0;6.29;20.16;Others
Conjunto Comercial/Sala;Campo Grande;0;8;0;220;9000.0;0.0;600.0;9600.0;40.91;43.64;Others
Apartamento;Recreio dos Bandeirantes;3;2;1;110;1500.0;947.0;240.0;2687.0;13.64;24.43;Apartment
Quitinete;Botafogo;1;0;0;21;900.0;350.0;24.0;1274.0;42.86;60.67;Others
Apartamento;Copacabana;3;0;1;101;3300.0;1250.0;1605.0;6155.0;32.67;60.94;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;28;0;880;70000.0;22042.0;41568.0;133610.0;79.55;151.83;Others
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1200.0;1010.0;161.0;2371.0;15.58;30.79;Apartment
Apartamento;Taquara;2;1;0;65;850.0;700.0;0.0;1550.0;13.08;23.85;Apartment
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;34;1500.0;615.0;252.0;2367.0;44.12;69.62;Others
Apartamento;Grajaú;3;0;0;78;1200.0;690.0;0.0;1890.0;15.38;24.23;Apartment
Apartamento;Botafogo;1;0;0;24;2000.0;481.0;25.0;2506.0;83.33;104.42;Apartment
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;1250;17000.0;0.0;0.0;17000.0;13.6;13.6;Others
Flat;Jacarepaguá;1;1;0;40;1200.0;1000.0;126.0;2326.0;30.0;58.15;Others
Quitinete;Grajaú;1;0;0;30;900.0;590.0;20.0;1510.0;30.0;50.33;Others
Apartamento;Tijuca;1;1;0;52;1500.0;505.0;21.0;2026.0;28.85;38.96;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;314;15500.0;7440.0;2014.0;24954.0;49.36;79.47;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;1500.0;1100.0;0.0;2600.0;35.71;61.9;Others
Casa Comercial;Recreio dos Bandeirantes;0;0;0;511;30000.0;0.0;2253.0;32253.0;58.71;63.12;Others
Conjunto Comercial/Sala;Centro;0;0;0;1152;57600.0;16669.0;4135.0;78404.0;50.0;68.06;Others
Apartamento;Cascadura;3;1;1;100;1300.0;0.0;0.0;1300.0;13.0;13.0;Apartment
Casa Comercial;Botafogo;0;0;0;180;6800.0;0.0;750.0;7550.0;37.78;41.94;Others
Casa de Condomínio;Barra da Tijuca;5;10;4;1000;20000.0;5000.0;2000.0;27000.0;20.0;27.0;House
Apartamento;Praça Seca;2;0;0;58;800.0;350.0;0.0;1150.0;13.79;19.83;Apartment
Apartamento;Copacabana;1;0;0;35;1700.0;440.0;58.0;2198.0;48.57;62.8;Apartment
Apartamento;Ipanema;3;1;1;115;6500.0;1700.0;230.0;8430.0;56.52;73.3;Apartment
Apartamento;Engenho Novo;1;0;0;45;800.0;460.0;0.0;1260.0;17.78;28.0;Apartment
Apartamento;Humaitá;3;0;1;90;3000.0;780.0;107.0;3887.0;33.33;43.19;Apartment
Apartamento;Grajaú;2;1;0;67;1300.0;540.0;25.0;1865.0;19.4;27.84;Apartment
Apartamento;Vargem Grande;2;1;1;70;1200.0;555.0;0.0;1755.0;17.14;25.07;Apartment
Flat;Barra da Tijuca;1;1;0;54;2300.0;1735.0;290.0;4325.0;42.59;80.09;Others
Quitinete;Copacabana;1;0;0;25;1000.0;545.0;30.0;1575.0;40.0;63.0;Others
Apartamento;Botafogo;2;1;1;80;2460.0;880.0;196.0;3536.0;30.75;44.2;Apartment
Apartamento;Curicica;2;1;2;61;1380.0;647.0;73.0;2100.0;22.62;34.43;Apartment
Apartamento;Barra da Tijuca;2;1;1;96;3500.0;750.0;0.0;4250.0;36.46;44.27;Apartment
Apartamento;Copacabana;3;0;0;105;4000.0;930.0;125.0;5055.0;38.1;48.14;Apartment
Casa de Condomínio;Joá;6;3;6;1900;35000.0;1500.0;3900.0;40400.0;18.42;21.26;House
Apartamento;Taquara;3;1;0;60;800.0;459.0;20.0;1279.0;13.33;21.32;Apartment
Conjunto Comercial/Sala;Centro;0;4;0;1162;58100.0;31281.0;5008.0;94389.0;50.0;81.23;Others
Apartamento;Engenho Novo;3;0;0;50;1100.0;0.0;0.0;1100.0;22.0;22.0;Apartment
Casa de Condomínio;Joá;4;2;4;900;45000.0;1700.0;0.0;46700.0;50.0;51.89;House
Apartamento;Copacabana;1;0;1;40;1900.0;900.0;69.0;2869.0;47.5;71.72;Apartment
Casa Comercial;Leblon;0;0;0;300;35000.0;0.0;2000.0;37000.0;116.67;123.33;Others
Apartamento;Ipanema;2;0;0;60;4000.0;500.0;120.0;4620.0;66.67;77.0;Apartment
Apartamento;Copacabana;1;0;0;60;2300.0;400.0;30.0;2730.0;38.33;45.5;Apartment
Apartamento;Jardim Oceânico;4;4;4;423;7000.0;2153.0;1482.0;10635.0;16.55;25.14;Apartment
Casa Comercial;Botafogo;0;5;0;408;22000.0;0.0;2760.0;24760.0;53.92;60.69;Others
Apartamento;Ipanema;2;0;0;76;2000.0;672.0;0.0;2672.0;26.32;35.16;Apartment
Apartamento;Copacabana;1;0;0;50;2000.0;0.0;0.0;2000.0;40.0;40.0;Apartment
Quitinete;Copacabana;1;0;0;40;1550.0;420.0;133.0;2103.0;38.75;52.58;Others
Apartamento;Vila Isabel;2;1;0;61;1300.0;760.0;20.0;2080.0;21.31;34.1;Apartment
Apartamento;São Conrado;1;1;1;55;2970.0;960.0;190.0;4120.0;54.0;74.91;Apartment
Apartamento;Grajaú;2;0;0;67;1400.0;420.0;0.0;1820.0;20.9;27.16;Apartment
Galpão/Depósito/Armazém;Manguinhos;0;0;0;450;6500.0;0.0;500.0;7000.0;14.44;15.56;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;82;2500.0;2261.0;393.0;5154.0;30.49;62.85;Others
Conjunto Comercial/Sala;Centro;0;0;0;30;2757.0;848.0;112.0;3717.0;91.9;123.9;Others
Apartamento;Copacabana;3;1;1;220;4500.0;1475.0;240.0;6215.0;20.45;28.25;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;33;1000.0;530.0;83.0;1613.0;30.3;48.88;Others
Loja/Salão;Inhaúma;0;0;0;200;2200.0;0.0;0.0;2200.0;11.0;11.0;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;3100.0;550.0;380.0;4030.0;60.78;79.02;Others
Apartamento;Leblon;4;2;1;150;8000.0;0.0;0.0;8000.0;53.33;53.33;Apartment
Apartamento;Campo Grande;2;1;0;55;1300.0;570.0;0.0;1870.0;23.64;34.0;Apartment
Apartamento;Península;3;2;3;155;5700.0;1580.0;0.0;7280.0;36.77;46.97;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;399.0;640.0;125.0;1164.0;14.78;43.11;Others
Apartamento;Leme;2;0;0;75;2800.0;918.0;0.0;3718.0;37.33;49.57;Apartment
