Type;Location;Bedrooms;Parking;Suites;Area;Rent;Condo fee;City fee;Total Gross;Rent/Sqm;Total Gross/Sqm;House/Apart
Apartamento;Leme;2;0;0;62;2300.0;999.0;131.0;3430.0;37.1;55.32;Apartment
Loja/Salão;Tijuca;0;0;0;870;15900.0;0.0;700.0;16600.0;18.28;19.08;Others
Apartamento;Ipanema;1;0;0;50;2500.0;600.0;150.0;3250.0;50.0;65.0;Apartment
Apartamento;Ipanema;2;2;0;210;10500.0;1880.0;790.0;13170.0;50.0;62.71;Apartment
Loja/Salão;Copacabana;0;0;0;22;2500.0;0.0;231.0;2731.0;113.64;124.14;Others
Apartamento;Botafogo;3;1;1;130;2600.0;1200.0;100.0;3900.0;20.0;30.0;Apartment
Apartamento;Barra da Tijuca;3;2;0;89;2150.0;1200.0;219.0;3569.0;24.16;40.1;Apartment
Apartamento;Santa Teresa;3;0;0;90;2700.0;365.0;10.0;3075.0;30.0;34.17;Apartment
Conjunto Comercial/Sala;Del Castilho;0;0;0;30;1200.0;750.0;35.0;1985.0;40.0;66.17;Others
Conjunto Comercial/Sala;Centro;0;0;0;59;1800.0;930.0;300.0;3030.0;30.51;51.36;Others
Loft;Flamengo;1;0;0;19;800.0;346.0;29.0;1175.0;42.11;61.84;Others
Casa de Condomínio;Recreio dos Bandeirantes;4;4;3;268;7500.0;650.0;545.0;8695.0;27.99;32.44;House
Apartamento;Leme;3;0;0;127;3000.0;1350.0;180.0;4530.0;23.62;35.67;Apartment
Apartamento;Barra da Tijuca;2;1;1;69;2800.0;1350.0;348.0;4498.0;40.58;65.19;Apartment
Apartamento;Barra da Tijuca;1;2;0;58;1800.0;800.0;207.0;2807.0;31.03;48.4;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;102;6000.0;3360.0;987.0;10347.0;58.82;101.44;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;1000.0;794.0;112.0;1906.0;40.0;76.24;Others
Apartamento;Leblon;1;1;1;95;5000.0;2880.0;351.0;8231.0;52.63;86.64;Apartment
Conjunto Comercial/Sala;Copacabana;0;0;0;35;1100.0;774.0;171.0;2045.0;31.43;58.43;Others
Apartamento;Botafogo;3;1;0;118;4500.0;1488.0;194.0;6182.0;38.14;52.39;Apartment
Quitinete;Santa Teresa;0;0;0;20;700.0;265.0;15.0;980.0;35.0;49.0;Others
Apartamento;Recreio dos Bandeirantes;3;2;2;110;2700.0;1300.0;250.0;4250.0;24.55;38.64;Apartment
Apartamento;Leblon;3;2;2;180;17000.0;2400.0;800.0;20200.0;94.44;112.22;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;400;7000.0;3300.0;950.0;11250.0;17.5;28.12;Others
Loja/Salão;Centro;0;0;0;164;6000.0;500.0;40.0;6540.0;36.59;39.88;Others
Apartamento;Ipanema;2;1;0;85;4000.0;1200.0;0.0;5200.0;47.06;61.18;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1700.0;800.0;125.0;2625.0;23.61;36.46;Apartment
Apartamento;Copacabana;4;2;1;195;5000.0;1800.0;350.0;7150.0;25.64;36.67;Apartment
Conjunto Comercial/Sala;Bonsucesso;0;1;0;35;2500.0;408.0;74.0;2982.0;71.43;85.2;Others
Apartamento;Leblon;1;1;0;55;4500.0;2000.0;0.0;6500.0;81.82;118.18;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;53;600.0;1510.0;262.0;2372.0;11.32;44.75;Others
Casa de Condomínio;Gávea;6;10;6;1500;25000.0;8300.0;3650.0;36950.0;16.67;24.63;House
Apartamento;Jacarepaguá;3;2;1;125;3000.0;1000.0;250.0;4250.0;24.0;34.0;Apartment
Apartamento;Gávea;2;1;2;85;4250.0;1500.0;150.0;5900.0;50.0;69.41;Apartment
Apartamento;Copacabana;3;0;0;92;4200.0;720.0;0.0;4920.0;45.65;53.48;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1500.0;1010.0;165.0;2675.0;50.0;89.17;Others
Conjunto Comercial/Sala;Centro;0;0;0;29;850.0;530.0;17.0;1397.0;29.31;48.17;Others
Apartamento;Tijuca;2;0;0;70;1750.0;410.0;64.0;2224.0;25.0;31.77;Apartment
Apartamento;Laranjeiras;3;1;0;120;5500.0;550.0;195.0;6245.0;45.83;52.04;Apartment
Apartamento;Ipanema;3;1;1;160;7000.0;2258.0;393.0;9651.0;43.75;60.32;Apartment
Apartamento;Barra da Tijuca;4;1;2;350;7000.0;1150.0;750.0;8900.0;20.0;25.43;Apartment
Apartamento;Campo Grande;2;1;0;43;900.0;220.0;0.0;1120.0;20.93;26.05;Apartment
Apartamento;Copacabana;2;1;0;100;4000.0;350.0;127.0;4477.0;40.0;44.77;Apartment
Conjunto Comercial/Sala;Centro;0;1;0;110;3630.0;1420.0;3500.0;8550.0;33.0;77.73;Others
Casa de Condomínio;Barra da Tijuca;4;4;4;350;7000.0;750.0;0.0;7750.0;20.0;22.14;House
Conjunto Comercial/Sala;Copacabana;0;0;0;32;1100.0;534.0;0.0;1634.0;34.38;51.06;Others
Casa;Méier;3;0;0;98;2200.0;0.0;18.0;2218.0;22.45;22.63;House
Apartamento;Santa Teresa;2;0;0;65;1000.0;420.0;12.0;1432.0;15.38;22.03;Apartment
Casa de Condomínio;Barra da Tijuca;5;4;5;765;13900.0;2500.0;3000.0;19400.0;18.17;25.36;House
Apartamento;Barra da Tijuca;3;1;1;90;3250.0;1650.0;180.0;5080.0;36.11;56.44;Apartment
Apartamento;Copacabana;2;1;0;80;3200.0;770.0;0.0;3970.0;40.0;49.62;Apartment
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;45;2500.0;350.0;0.0;2850.0;55.56;63.33;Others
Loja/Salão;Centro;0;0;0;483;29034.0;5500.0;2229.0;36763.0;60.11;76.11;Others
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;325;8000.0;850.0;500.0;9350.0;24.62;28.77;House
Prédio Inteiro;Botafogo;0;3;0;417;22000.0;0.0;0.0;22000.0;52.76;52.76;Others
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;23;900.0;680.0;56.0;1636.0;39.13;71.13;Others
Apartamento;Todos os Santos;2;0;0;52;1100.0;130.0;0.0;1230.0;21.15;23.65;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;470;18000.0;6800.0;0.0;24800.0;38.3;52.77;Others
Apartamento;Rocha Miranda;3;1;1;90;1200.0;250.0;0.0;1450.0;13.33;16.11;Apartment
Apartamento;Copacabana;2;0;1;167;8000.0;2785.0;3431.0;14216.0;47.9;85.13;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;800.0;630.0;56.0;1486.0;32.0;59.44;Others
Apartamento;Vila Isabel;2;0;1;74;1500.0;849.0;91.0;2440.0;20.27;32.97;Apartment
Apartamento;Rio Comprido;3;1;1;79;2400.0;1095.0;0.0;3495.0;30.38;44.24;Apartment
Apartamento;Jardim Botânico;4;0;3;300;18000.0;3213.0;0.0;21213.0;60.0;70.71;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1850.0;780.0;1200.0;3830.0;27.61;57.16;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1600.0;559.0;135.0;2294.0;21.05;30.18;Apartment
Apartamento;Leblon;2;2;1;85;3300.0;1948.0;0.0;5248.0;38.82;61.74;Apartment
Casa;Campo Grande;5;4;1;300;10000.0;0.0;0.0;10000.0;33.33;33.33;House
Apartamento;Itanhangá;2;0;0;58;750.0;638.0;27.0;1415.0;12.93;24.4;Apartment
Conjunto Comercial/Sala;Del Castilho;0;1;0;26;500.0;827.0;53.0;1380.0;19.23;53.08;Others
Apartamento;Copacabana;1;0;0;42;1800.0;375.0;22.0;2197.0;42.86;52.31;Apartment
Loja/Salão;Rocha Miranda;0;0;0;70;1200.0;0.0;261.0;1461.0;17.14;20.87;Others
Casa de Condomínio;Barra da Tijuca;3;4;1;350;8500.0;1172.0;721.0;10393.0;24.29;29.69;House
Quitinete;Centro;1;0;0;28;950.0;350.0;0.0;1300.0;33.93;46.43;Others
Loja/Salão;Jardim Botânico;0;1;0;36;6325.0;128.0;195.0;6648.0;175.69;184.67;Others
Apartamento;Taquara;2;1;0;55;850.0;550.0;20.0;1420.0;15.45;25.82;Apartment
Conjunto Comercial/Sala;Centro;0;2;0;56;2000.0;1200.0;348.0;3548.0;35.71;63.36;Others
Apartamento;Copacabana;1;0;0;35;1200.0;418.0;25.0;1643.0;34.29;46.94;Apartment
Conjunto Comercial/Sala;Copacabana;0;0;0;55;1500.0;1600.0;300.0;3400.0;27.27;61.82;Others
Conjunto Comercial/Sala;Campo Grande;0;0;0;40;1300.0;345.0;0.0;1645.0;32.5;41.12;Others
Apartamento;Leblon;3;1;1;94;11000.0;1900.0;0.0;12900.0;117.02;137.23;Apartment
Apartamento;Copacabana;4;2;0;200;6200.0;1335.0;467.0;8002.0;31.0;40.01;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1700.0;0.0;0.0;1700.0;56.67;56.67;Others
Apartamento;Jardim Botânico;2;1;1;70;3400.0;760.0;130.0;4290.0;48.57;61.29;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;89;4000.0;2642.0;0.0;6642.0;44.94;74.63;Others
Apartamento;Ipanema;1;0;0;47;2500.0;605.0;86.0;3191.0;53.19;67.89;Apartment
Apartamento;Leblon;4;2;1;175;11000.0;2800.0;0.0;13800.0;62.86;78.86;Apartment
Apartamento;Andaraí;1;0;1;59;1250.0;545.0;49.0;1844.0;21.19;31.25;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;650.0;438.0;0.0;1088.0;32.5;54.4;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;400.0;791.0;161.0;1352.0;18.18;61.45;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1100.0;1290.0;0.0;2390.0;30.56;66.39;Others
Apartamento;Tijuca;3;1;1;90;3000.0;900.0;0.0;3900.0;33.33;43.33;Apartment
Apartamento;Copacabana;4;1;4;430;14000.0;3050.0;350.0;17400.0;32.56;40.47;Apartment
Apartamento;Estácio;3;0;0;105;1900.0;677.0;0.0;2577.0;18.1;24.54;Apartment
Apartamento;Leblon;2;1;0;65;2500.0;620.0;117.0;3237.0;38.46;49.8;Apartment
Apartamento;Copacabana;3;0;1;73;2300.0;1188.0;131.0;3619.0;31.51;49.58;Apartment
Apartamento;Lagoa;4;4;3;266;18000.0;4000.0;1500.0;23500.0;67.67;88.35;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1000.0;979.0;195.0;2174.0;31.25;67.94;Others
Conjunto Comercial/Sala;Copacabana;0;0;0;52;1000.0;400.0;90.0;1490.0;19.23;28.65;Others
Loja/Salão;Copacabana;0;0;0;32;1000.0;500.0;298.0;1798.0;31.25;56.19;Others
Apartamento;Grajaú;2;1;0;78;1500.0;802.0;40.0;2342.0;19.23;30.03;Apartment
Conjunto Comercial/Sala;Guadalupe;1;0;0;21;750.0;0.0;0.0;750.0;35.71;35.71;Others
Apartamento;Rio Comprido;2;1;1;76;1600.0;700.0;25.0;2325.0;21.05;30.59;Apartment
Apartamento;Lagoa;3;4;3;265;19000.0;3970.0;1417.0;24387.0;71.7;92.03;Apartment
Casa de Condomínio;Campo Grande;2;1;0;90;600.0;300.0;0.0;900.0;6.67;10.0;House
Conjunto Comercial/Sala;Centro;0;0;0;68;2180.0;1930.0;0.0;4110.0;32.06;60.44;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;1700.0;1159.0;469.0;3328.0;33.33;65.25;Others
Conjunto Comercial/Sala;Centro;0;0;0;32;600.0;450.0;0.0;1050.0;18.75;32.81;Others
Loja/Salão;Gamboa;0;0;0;230;4000.0;0.0;376.0;4376.0;17.39;19.03;Others
Quitinete;Copacabana;1;0;0;28;1100.0;580.0;25.0;1705.0;39.29;60.89;Others
Conjunto Comercial/Sala;Centro;0;0;0;58;1350.0;848.0;125.0;2323.0;23.28;40.05;Others
Apartamento;Taquara;2;1;1;60;866.0;580.0;13.0;1459.0;14.43;24.32;Apartment
Conjunto Comercial/Sala;Botafogo;0;1;0;60;4500.0;1700.0;12000.0;18200.0;75.0;303.33;Others
Apartamento;Ipanema;2;1;0;81;3100.0;1070.0;298.0;4468.0;38.27;55.16;Apartment
Apartamento;Copacabana;1;0;0;50;2000.0;617.0;0.0;2617.0;40.0;52.34;Apartment
Apartamento;Flamengo;2;1;0;85;3000.0;810.0;120.0;3930.0;35.29;46.24;Apartment
Apartamento;Vargem Pequena;2;1;2;68;1600.0;730.0;80.0;2410.0;23.53;35.44;Apartment
Apartamento;Tijuca;2;1;0;70;2000.0;660.0;85.0;2745.0;28.57;39.21;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;27;1200.0;1000.0;1600.0;3800.0;44.44;140.74;Others
Apartamento;Barra da Tijuca;3;2;1;130;3600.0;1597.0;300.0;5497.0;27.69;42.28;Apartment
Apartamento;Copacabana;2;0;1;70;2200.0;650.0;70.0;2920.0;31.43;41.71;Apartment
Apartamento;Barra da Tijuca;2;1;1;52;1300.0;750.0;102.0;2152.0;25.0;41.38;Apartment
Apartamento;Gamboa;2;0;0;35;850.0;90.0;0.0;940.0;24.29;26.86;Apartment
Apartamento;Laranjeiras;2;0;0;106;2700.0;890.0;155.0;3745.0;25.47;35.33;Apartment
Apartamento;Olaria;2;1;0;53;850.0;320.0;25.0;1195.0;16.04;22.55;Apartment
Apartamento;Tijuca;2;0;0;65;2400.0;506.0;0.0;2906.0;36.92;44.71;Apartment
Loja/Salão;Barra da Tijuca;0;1;0;100;2000.0;2260.0;5321.0;9581.0;20.0;95.81;Others
Apartamento;Taquara;3;1;0;60;1100.0;441.0;345.0;1886.0;18.33;31.43;Apartment
Apartamento;Laranjeiras;3;0;1;118;2100.0;1627.0;203.0;3930.0;17.8;33.31;Apartment
Apartamento;Ipanema;4;2;1;200;13000.0;3100.0;633.0;16733.0;65.0;83.66;Apartment
Prédio Inteiro;Centro;0;10;0;843;25000.0;0.0;400.0;25400.0;29.66;30.13;Others
Conjunto Comercial/Sala;Lagoa;0;1;0;27;3600.0;1470.0;270.0;5340.0;133.33;197.78;Others
Casa;Barra da Tijuca;5;3;0;250;12000.0;0.0;550.0;12550.0;48.0;50.2;House
Apartamento;Madureira;2;1;0;91;1400.0;450.0;0.0;1850.0;15.38;20.33;Apartment
Apartamento;Copacabana;4;2;2;310;12000.0;3800.0;0.0;15800.0;38.71;50.97;Apartment
Apartamento;Ipanema;2;1;0;70;3900.0;765.0;75.0;4740.0;55.71;67.71;Apartment
Apartamento;Vila Isabel;1;1;0;66;1000.0;750.0;20.0;1770.0;15.15;26.82;Apartment
Apartamento;Botafogo;2;1;1;90;5000.0;2100.0;210.0;7310.0;55.56;81.22;Apartment
Casa de Vila;Maracanã;1;0;0;25;900.0;0.0;0.0;900.0;36.0;36.0;House
Apartamento;Leblon;3;2;1;200;8000.0;3300.0;839.0;12139.0;40.0;60.7;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;19000.0;6030.0;3980.0;29010.0;54.29;82.89;Others
Apartamento;Flamengo;5;2;4;430;12000.0;4200.0;1800.0;18000.0;27.91;41.86;Apartment
Apartamento;Vila Isabel;2;1;1;65;1500.0;529.0;0.0;2029.0;23.08;31.22;Apartment
Apartamento;Urca;4;3;2;205;17500.0;2463.0;859.0;20822.0;85.37;101.57;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1200.0;1059.0;0.0;2259.0;13.33;25.1;Apartment
Quitinete;Catete;1;0;0;29;850.0;364.0;29.0;1243.0;29.31;42.86;Others
Apartamento;Centro;1;0;0;33;850.0;342.0;21.0;1213.0;25.76;36.76;Apartment
Apartamento;Laranjeiras;3;3;0;150;3700.0;900.0;350.0;4950.0;24.67;33.0;Apartment
Apartamento;Recreio dos Bandeirantes;4;3;3;360;3000.0;1705.0;763.0;5468.0;8.33;15.19;Apartment
Galpão/Depósito/Armazém;Manguinhos;0;4;0;250;4000.0;0.0;0.0;4000.0;16.0;16.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;6;2568.0;0.0;0.0;2568.0;428.0;428.0;Others
Casa de Condomínio;Barra da Tijuca;5;3;4;350;12000.0;850.0;0.0;12850.0;34.29;36.71;House
Apartamento;Barra da Tijuca;4;2;1;148;2500.0;1900.0;238.0;4638.0;16.89;31.34;Apartment
Casa;Recreio dos Bandeirantes;7;6;4;587;8000.0;0.0;0.0;8000.0;13.63;13.63;House
Loja/Salão;Cachambi;0;0;0;250;5000.0;0.0;1046.0;6046.0;20.0;24.18;Others
Galpão/Depósito/Armazém;Barra de Guaratiba;0;5;0;2546;12000.0;0.0;3000.0;15000.0;4.71;5.89;Others
Apartamento;Tijuca;2;1;0;73;1800.0;715.0;0.0;2515.0;24.66;34.45;Apartment
Apartamento;Recreio dos Bandeirantes;2;2;1;100;2100.0;570.0;0.0;2670.0;21.0;26.7;Apartment
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;800.0;85.0;2085.0;41.38;71.9;Others
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1950.0;790.0;108.0;2848.0;29.55;43.15;Apartment
Apartamento;Laranjeiras;4;2;1;200;15000.0;3700.0;624.0;19324.0;75.0;96.62;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;950.0;115.0;2565.0;21.43;36.64;Apartment
Apartamento;Tijuca;1;0;0;50;1400.0;0.0;0.0;1400.0;28.0;28.0;Apartment
Apartamento;Barra da Tijuca;4;3;3;250;9990.0;880.0;2500.0;13370.0;39.96;53.48;Apartment
Casa;Campo Grande;2;2;0;60;1000.0;0.0;0.0;1000.0;16.67;16.67;House
Apartamento;Campo Grande;2;1;0;48;700.0;300.0;0.0;1000.0;14.58;20.83;Apartment
Loja/Salão;Água Santa;0;1;0;170;3500.0;0.0;102.0;3602.0;20.59;21.19;Others
Apartamento;Copacabana;1;0;0;30;1300.0;610.0;60.0;1970.0;43.33;65.67;Apartment
Galpão/Depósito/Armazém;São Cristóvão;0;6;0;1700;15000.0;0.0;25000.0;40000.0;8.82;23.53;Others
Apartamento;Botafogo;2;0;0;65;1890.0;590.0;76.0;2556.0;29.08;39.32;Apartment
Apartamento;Botafogo;1;0;1;52;2000.0;450.0;0.0;2450.0;38.46;47.12;Apartment
Apartamento;Recreio dos Bandeirantes;2;2;1;70;1500.0;1119.0;150.0;2769.0;21.43;39.56;Apartment
Apartamento;Ipanema;1;0;0;40;2500.0;551.0;26.0;3077.0;62.5;76.92;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;596;38000.0;15000.0;0.0;53000.0;63.76;88.93;Others
Loja/Salão;Tijuca;0;0;0;20;1200.0;170.0;80.0;1450.0;60.0;72.5;Others
Prédio Inteiro;Botafogo;0;2;0;1200;80000.0;0.0;0.0;80000.0;66.67;66.67;Others
Conjunto Comercial/Sala;Copacabana;0;0;0;109;2950.0;850.0;650.0;4450.0;27.06;40.83;Others
Loja/Salão;Barra da Tijuca;0;0;0;120;9900.0;1645.0;1345.0;12890.0;82.5;107.42;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;67;3500.0;1600.0;4000.0;9100.0;52.24;135.82;Others
Apartamento;Leblon;2;1;2;150;8000.0;1136.0;519.0;9655.0;53.33;64.37;Apartment
Apartamento;Riachuelo;1;0;0;60;1050.0;0.0;0.0;1050.0;17.5;17.5;Apartment
Apartamento;Barra da Tijuca;4;3;2;420;8000.0;2700.0;0.0;10700.0;19.05;25.48;Apartment
Prédio Inteiro;São Cristóvão;0;0;0;941;18000.0;0.0;2600.0;20600.0;19.13;21.89;Others
Conjunto Comercial/Sala;Centro;0;0;0;281;8500.0;4813.0;1162.0;14475.0;30.25;51.51;Others
Apartamento;Barra da Tijuca;3;1;1;165;4000.0;2050.0;480.0;6530.0;24.24;39.58;Apartment
Apartamento;Ipanema;3;2;1;230;10000.0;3500.0;1400.0;14900.0;43.48;64.78;Apartment
Conjunto Comercial/Sala;Centro;0;39;0;3422;188210.0;66318.0;9513.0;264041.0;55.0;77.16;Others
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;460.0;1.0;1361.0;32.14;48.61;Others
Apartamento;Copacabana;1;0;0;28;950.0;647.0;56.0;1653.0;33.93;59.04;Apartment
Galpão/Depósito/Armazém;Recreio dos Bandeirantes;0;0;0;220;3000.0;0.0;0.0;3000.0;13.64;13.64;Others
Apartamento;Recreio dos Bandeirantes;2;1;1;63;1600.0;755.0;1010.0;3365.0;25.4;53.41;Apartment
Loja/Salão;Jacarepaguá;0;1;0;33;4000.0;1271.0;589.0;5860.0;121.21;177.58;Others
Apartamento;Leblon;3;1;1;105;5000.0;1750.0;290.0;7040.0;47.62;67.05;Apartment
Conjunto Comercial/Sala;Centro;0;1;0;391;25415.0;12121.0;1321.0;38857.0;65.0;99.38;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;48;2200.0;1100.0;224.0;3524.0;45.83;73.42;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;99;0;4141;414100.0;0.0;0.0;414100.0;100.0;100.0;Others
Apartamento;Vila da Penha;1;0;0;40;900.0;0.0;0.0;900.0;22.5;22.5;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;256;14750.0;10100.0;0.0;24850.0;57.62;97.07;Others
Apartamento;Leblon;4;2;1;170;6500.0;4300.0;680.0;11480.0;38.24;67.53;Apartment
Apartamento;Maracanã;1;0;0;45;1350.0;399.0;20.0;1769.0;30.0;39.31;Apartment
Apartamento;Barra da Tijuca;4;3;4;314;10000.0;3451.0;834.0;14285.0;31.85;45.49;Apartment
Apartamento;Copacabana;3;0;1;97;3300.0;707.0;883.0;4890.0;34.02;50.41;Apartment
Apartamento;Tijuca;1;0;0;50;1500.0;380.0;0.0;1880.0;30.0;37.6;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;195;7000.0;2700.0;1002.0;10702.0;35.9;54.88;Others
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;32;3000.0;1400.0;695.0;5095.0;93.75;159.22;Others
Apartamento;Leblon;1;1;0;55;4250.0;1600.0;0.0;5850.0;77.27;106.36;Apartment
Apartamento;Copacabana;3;1;0;135;3350.0;1150.0;337.0;4837.0;24.81;35.83;Apartment
Apartamento;São Conrado;4;4;4;570;14999.0;7000.0;5000.0;26999.0;26.31;47.37;Apartment
Apartamento;Copacabana;2;1;0;60;2500.0;795.0;110.0;3405.0;41.67;56.75;Apartment
Apartamento;Leme;2;2;1;181;8000.0;1800.0;674.0;10474.0;44.2;57.87;Apartment
Conjunto Comercial/Sala;Ipanema;0;4;0;323;29000.0;8090.0;44486.0;81576.0;89.78;252.56;Others
Conjunto Comercial/Sala;Tijuca;0;1;0;28;950.0;500.0;0.0;1450.0;33.93;51.79;Others
Casa Comercial;Lagoa;0;1;0;500;26000.0;0.0;2550.0;28550.0;52.0;57.1;Others
Conjunto Comercial/Sala;Centro;0;0;0;16;8914.0;0.0;0.0;8914.0;557.12;557.12;Others
Conjunto Comercial/Sala;Centro;0;0;0;50;950.0;400.0;200.0;1550.0;19.0;31.0;Others
Apartamento;Del Castilho;2;0;0;53;890.0;280.0;0.0;1170.0;16.79;22.08;Apartment
Conjunto Comercial/Sala;Pechincha;0;2;0;44;1800.0;800.0;0.0;2600.0;40.91;59.09;Others
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;2600;25000.0;0.0;2400.0;27400.0;9.62;10.54;Others
Apartamento;Penha Circular;2;0;0;70;1300.0;0.0;0.0;1300.0;18.57;18.57;Apartment
Flat;Ipanema;2;1;0;72;4500.0;2050.0;360.0;6910.0;62.5;95.97;Others
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;50;1500.0;450.0;0.0;1950.0;30.0;39.0;Others
Apartamento;Vila Isabel;2;0;0;80;1400.0;498.0;20.0;1918.0;17.5;23.98;Apartment
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;2000.0;3500.0;10400.0;33.56;71.23;Apartment
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;705.0;100.0;2305.0;25.0;38.42;Apartment
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33;77.28;Apartment
Galpão/Depósito/Armazém;Guadalupe;0;0;0;5400;35000.0;0.0;1600.0;36600.0;6.48;6.78;Others
Apartamento;Jacarepaguá;2;1;0;54;800.0;300.0;0.0;1100.0;14.81;20.37;Apartment
Apartamento;Flamengo;2;0;0;83;2300.0;660.0;0.0;2960.0;27.71;35.66;Apartment
Apartamento;Barra da Tijuca;4;2;1;300;7000.0;3200.0;1100.0;11300.0;23.33;37.67;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;95;4000.0;2080.0;626.0;6706.0;42.11;70.59;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;3000.0;1135.0;269.0;4404.0;42.86;62.91;Others
Apartamento;Ipanema;3;3;2;270;18000.0;2200.0;833.0;21033.0;66.67;77.9;Apartment
Apartamento;Copacabana;1;0;1;40;2200.0;670.0;82.0;2952.0;55.0;73.8;Apartment
